cae_num	cae_str	des_pt	des_en	rev
323390	323390	Fabricação de artigos do couro ou de substitutos de couro,n.e.	Manufacture of other products of leather or leather substitutes, n.e.c.	1
324	324	"Fabricação de calçado, com excepção do calçado vulcanizado; de borracha moldada ou de plástico e o feito inteiramente de madeira"	Manufacture of footwear, except vulcanized or moulded rubber or plastic, or entirely woodmade footwear	1
3240	3240	"Fabricação de calçado, com excepção do calçado vulcanizado; de borracha moldada ou de plástico e o feito inteiramente de madeira"	Manufacture of footwear, except vulcanized or moulded rubber or plastic, or entirely woodmade footwear	1
32401	32401	Fabricação de calçado de couro e pele	Manufacture of footwear with outer soles and uppers of leather	1
324010	324010	Fabricação de calçado de couro e pele	Manufacture of footwear with outer soles and uppers of leather	1
32402	32402	Fabricação de alpargatas	Manufacture of footwear with outer soles and uppers of textile materials	1
324020	324020	Fabricação de alpargatas	Manufacture of footwear with outer soles and uppers of textile materials	1
32409	32409	Fabricação de calçado, n.e.	Manufacture of other footwear, n.e.c.	1
324090	324090	Fabricação de calçado, n.e.	Manufacture of other footwear, n.e.c.	1
33	33	Indústrias da madeira e da cortiça	Manufacture of wood and of products of wood and cork	1
331	331	"Indústrias da madeira; fabrico de artefactos de madeira e de cortiça, com excepção  do mobiliário"	Manufacture of wood and of products of wood and cork, except furniture	1
3311	3311	Serração e trabalho mecânico da madeira	Sawmilling and mechanical wood work	1
33111	33111	Serração da madeira	Sawmilling of wood	1
331110	331110	Serração da madeira	Sawmilling of wood	1
33112	33112	Carpintaria	Carpentry	1
331120	331120	Carpintaria	Carpentry	1
33113	33113	Fabricação de folheados e contraplacados	Manufacture of veneer sheets and plywood	1
331130	331130	Fabricação de folheados e contraplacados	Manufacture of veneer sheets and plywood	1
33114	33114	Fabricação de aglomerados de partículas de madeira	Manufacture of wood particle boards	1
331140	331140	Fabricação de aglomerados de partículas de madeira	Manufacture of wood particle boards	1
33115	33115	Preservação e tratamento de madeiras	Preservation and treatment of woods	1
331150	331150	Preservação e tratamento de madeiras	Preservation and treatment of woods	1
33119	33119	Trabalhos de madeira, n.e.	Other products of wood, n.e.c.	1
331190	331190	Trabalhos de madeira, n.e.	Other products of wood, n.e.c.	1
3312	3312	Fabricação de embalagens de madeira e cana e de pequenos artigos de cesteiro	Manufacture of wooden and cane containers and small basketware	1
33121	33121	Tanoaria	Manufacture of casks, barrels, vats, tubs, and coopers products 	1
331210	331210	Tanoaria	Manufacture of casks, barrels, vats, tubs, and coopers products 	1
33122	33122	Fabricação de caixas e outras embalagens de madeira	Manufacture of boxes and other wooden containers	1
331220	331220	Fabricação de caixas e outras embalagens de madeira	Manufacture of boxes and other wooden containers	1
33123	33123	Fabricação de cestos e outras embalagens de vime, verga e matérias similares	Manufactures of basket ware and wicker, twig and similar containers	1
331230	331230	Fabricação de cestos e outras embalagens de vime, verga e matérias similares	Manufactures of basket ware and wicker, twig and similar containers	1
3319	3319	Fabricação de artigos de cortiça e de madeira, n.e.	Manufacture of wood and cork products n.e.c.	1
33191	33191	Fabricação de artigos de cortiça	Manufacture of cork products	1
331911	331911	Indústria preparadora da cortiça	Cork preparation industry	1
331912	331912	Indústria transformadora da cortiça	Cork manufacturing industry	1
331913	331913	Indústria granuladora e aglomeradora de cortiça	Cork granulating and agglomerating industries	1
331919	331919	Indústria da cortiça, n.e.	Cork industry, n.e.c.	1
33192	33192	Fabricação de artigos de madeira, n.e.	Manufacture of wood products, n.e.c.	1
331921	331921	Fabricação de caixões mortuários	Manufacture of mortuary coffins	1
331929	331929	Fabricação de outros artigos de madeira n.e.	Manufacture of other products of wood, n.e.c.	1
332	332	Fabricação de mobiliário, com excepção do mobiliário metálico e de plástico moldado	Manufacture of furniture except metal or moulded plastic furniture	1
3320	3320	Fabricação de mobiliário, com excepção do mobiliário metálico e de plástico moldado	Manufacture of furniture, except metal or moulded plastic furniture	1
33201	33201	Fabricação de mobiliário de madeira e operações conexas	Manufacture of wooden furniture 	1
332010	332010	Fabricação de mobiliário de madeira e operações conexas	Manufacture of wooden furniture 	1
33202	33202	Fabricação de mobiliário de vime e de junco	Manufacture of  furniture with wicker or rattan	1
332020	332020	Fabricação de mobiliário de vime e de junco	Manufacture of  furniture with wicker or rattan	1
33203	33203	Fabricação de gelosias para portas e janelas	Manufacture of jalousies for doors and windows	1
332030	332030	Fabricação de gelosias para portas e janelas	Manufacture of jalousies for doors and windows	1
33204	33204	Fabricação de colchoaria	Manufacture of mattresses	1
332040	332040	Fabricação de colchoaria	Manufacture of mattresses	1
33209	33209	Fabricação de mobiliário, n.e.	Manufacture of furniture, n.e.c.	1
332090	332090	Fabricação de mobiliário, n.e.	Manufacture of furniture, n.e.c.	1
34	34	Indústrias do papel, artes gráficas e edição de publicações	Manufacture of paper and paper products, printing and publishing	1
341	341	Indústrias do papel	Manufacture of paper and paper products	1
3411	3411	Fabricação  de pasta, papel e cartão	Manufacture of pulp, paper and paperboard	1
34111	34111	Fabricação  de pasta	Manufacture of pulp	1
341110	341110	Fabricação  de pasta	Manufacture of pulp	1
34112	34112	Fabricação  de papel e cartão	Manufacture of paper and paperboard	1
341120	341120	Fabricação  de papel e cartão	Manufacture of paper and paperboard	1
34113	34113	Fabricação de Painéis de Fibras	Manufacture of fibre boards	1
341130	341130	Fabricação  de painéis de fibras	Manufacture of fibre boards	1
352290	352290	Fabricação de produto e artigos farmacêuticos n. e.	Manufacture of pharmaceutical products and pharmaceuticals, n.e.c.	1
3412	3412	Fabricação  de embalagens de papel e cartão	Manufacture of containers and boxes of paper and paperboard	1
34121	34121	Fabricação  de embalagens de papel e cartão, de grande conteúdo	Manufacture of containers and boxes of paper and paperboard, large-size	1
341210	341210	Fabricação  de embalagens de papel e cartão, de grande conteúdo	Manufacture of containers and boxes of paper and paperboard, large-size	1
34129	34129	Fabricação  de embalagens de papel e cartão, n.e.	Manufacture of containers and boxes of paper and paperboard, n.e.c.	1
341290	341290	Fabricação  de embalagens de papel e cartão, n.e.	Manufacture of containers and boxes of paper and paperboard, n.e.c.	1
3419	3419	Fabricação  de artigos de pasta para papel, de papel e de cartão	Manufacture of pulp, paper and paperboard articles 	1
34191	34191	Transformação simples do papel e cartão	Preliminary processing of paper and paperboard	1
341910	341910	Transformação simples do papel e cartão	Preliminary processing of paper and paperboard	1
34199	34199	Fabricação  de artigos de pasta para papel, de papel e de cartão,n.e.	Manufacture of pulp, paper and paperboard articles, n.e.c.	1
341990	341990	Fabricação  de artigos de pasta para papel, de papel e de cartão,n.e.	Manufacture of pulp, paper and paperboard articles, n.e.c.	1
342	342	Artes gráficas e edição de publicações	Printing, publishing and allied industries	1
3420	3420	Artes gráficas e edição de publicações	Printing, publishing and allied industries	1
34201	34201	Artes gráficas	Printing and allied industries	1
342011	342011	Preparação da impressão	Pre-press services	1
342012	342012	Impressão	Printing	1
342013	342013	Acabamento e encadernação	Bookbinding  and related services	1
342019	342019	Trabalhos de artes gráficas, n.e.	Other printing, e.e.c.	1
34202	34202	Edição de publicações	Publishing	1
342021	342021	Edição de publicações periódicas	Publishing of newspapers and periodicals	1
342022	342022	Edição de publicações não periódicas	Other publishing	1
35	35	Indústrias químicas dos derivados do petróleo e do carvão e dos produtos de borracha e de plástico	Manufacture of chemicals and chemical, petroleum, coal, rubber and plastic products	1
351	351	Fabricação  de produtos químicos industriais	Manufacture of industrial chemicals	1
3511	3511	Fabricação de produtos químicos industriais de base, com excepção dos adubos	Manufacture of basic industrial chemicals except fertilizers	1
35111	35111	Fabricação  de gases industriais, comprimidos, liquefeitos ou solidificados	Manufacture of industrial gases, compressed,  liquefied or solidified	1
351110	351110	Fabricação  de gases industriais, comprimidos, liquefeitos ou solidificados	Manufacture of industrial gases, compressed,  liquefied or solidified	1
35112	35112	Fabricação  de produtos químicos inorgânicos de base	Manufacture of inorganic basic chemicals	1
351121	351121	Fabricação  de álcalis e cloro	Manufacture of alkalis and chlorine	1
351122	351122	Fabricação  de ácidos inorgânicos	Manufacture of inorganic acids	1
351123	351123	Fabricação  de pigmentos inorgânicos	Manufacture of inorganic pigments	1
351124	351124	Fabricação  de água oxigenada, persais e peróxidos	Manufacture of hydrogen peroxide, per-salts and peroxides	1
351129	351129	Fabricação  de produtos químicos inorgânicos de base, n.e.	Manufacture of inorganic basic chemicals n.e.c.	1
35113	35113	Fabricação  de produtos químicos orgânicos de base	Manufacture of organic basic chemicals	1
351131	351131	Fabricação  de hidrocarbonetos cíclicos e seus derivados	Manufacture of cyclic hydrocarbons and their derivatives	1
351132	351132	Fabricação  de hidrocarbonetos alifáticos e seus derivados	Manufacture of aliphatic hydrocarbons and their derivatives	1
351133	351133	Fabricação  de corantes e pigmentos orgânicos	Manufacture of organic dyes and pigments	1
351134	351134	Fabricação  de ureia	Manufacture of urea	1
351135	351135	Fabricação  de resinosos e seus derivados	Manufacture of resinous and related products	1
351136	351136	Fabricação  de ágar-ágar, alginatos e outros produtos obtidos de algas	Manufacture of agar, alginates and other seaweed or algae products	1
351139	351139	Fabricação  de produtos orgânicos, n.e.	Manufacture of organic chemicals, n.e.c.	1
35114	35114	Fabricação  de produtos químicos para indústrias nucleares e produtos delas resultantes	Manufacture of chemical products for nuclear industries and their derivatives	1
351140	351140	Fabricação  de produtos químicos para indústrias nucleares e produtos delas resultantes	Manufacture of chemical products for nuclear industries and their derivatives	1
35119	35119	Fabricação  de produtos químicos de base, n.e.	Manufacture of basic chemicals, n.e.c.	1
351190	351190	Fabricação  de produtos químicos de base, n.e.	Manufacture of basic chemicals, n.e.c.	1
3512	3512	Fabricação  de adubos e pesticidas	Manufacture of fertilizers and pesticides	1
35121	35121	Fabricação  de adubos	Manufacture of fertilizers	1
351211	351211	Fabricação  de adubos elementares azotados	Manufacture of nitrogen elementary fertilizers	1
351212	351212	Fabricação  de adubos elementares fosfatados	Manufacture of phosphatic elementary fertilizers	1
351213	351213	Fabricação  de adubos elementares potássicos	Manufacture of potassic elementary fertilizers	1
